project_type,client_industry,estimated_timeline_months,team_size,complexity_score,revision_count,developer_experience_level,final_billed_amount
E-commerce Platform,Startup,5,6,4,10,1,4053328.89
Cybersecurity Implementation,Finance,13,3,2,6,1,10750450.91
ERP System,Retail,15,4,3,10,5,14707178.21
Cybersecurity Implementation,Startup,6,5,5,7,4,7327320.2
Legacy System Modernization,Finance,1,7,3,10,1,1871744.82
E-commerce Platform,Finance,13,6,4,2,2,18843718.31
Cybersecurity Implementation,Healthcare,6,11,5,1,2,18852538.22
CRM System,Startup,15,5,1,4,3,5851514.18
E-commerce Platform,Finance,16,14,1,1,4,31243625.9
Legacy System Modernization,Finance,16,3,5,9,3,11785637.51
ERP System,Startup,10,13,3,4,5,21918482.29
Blockchain Solution,Retail,9,12,3,9,1,26159205.37
E-commerce Platform,Startup,9,6,1,5,3,4456141.99
Mobile Application,Startup,17,6,1,7,3,19710543.79
IoT System,Retail,17,12,4,5,5,49106208.16
Legacy System Modernization,Startup,17,8,5,3,2,24608534.27
AI/ML Solution,Finance,12,2,3,2,2,5171673.77
AI/ML Solution,Startup,13,5,4,1,5,10066734.37
ERP System,Retail,12,12,3,0,2,29299823.52
ERP System,Education,14,6,1,1,5,10349314.88
Business Intelligence Dashboard,Startup,10,9,5,1,2,14472289.51
IoT System,Healthcare,2,13,2,4,5,6422364.93
IoT System,Finance,4,13,5,8,2,18646907.28
CRM System,Finance,7,9,2,0,3,11700095.66
ERP System,Healthcare,15,2,4,3,3,4828210.67
IoT System,Healthcare,15,6,2,9,2,19272285.06
SaaS Product,Startup,6,11,2,6,5,9062154.76
Business Intelligence Dashboard,Healthcare,3,2,4,10,3,1305001.91
Cybersecurity Implementation,Education,6,2,5,9,1,3196770.28
DevOps Automation,Retail,16,3,4,2,2,8642612.32
DevOps Automation,Healthcare,2,3,1,7,1,728100.35
Cybersecurity Implementation,Healthcare,7,10,1,2,1,9476257.07
Cloud Migration,Education,11,5,2,7,4,6172420.65
Legacy System Modernization,Finance,7,4,4,1,1,6303305.94
Business Intelligence Dashboard,Finance,4,12,4,4,1,9316202.45
SaaS Product,Startup,7,2,4,3,4,1910986.38
IoT System,Education,4,13,5,10,4,14546446.66
Blockchain Solution,Retail,12,3,3,8,4,16608861.19
Business Intelligence Dashboard,Retail,5,7,3,2,5,3457450.78
E-commerce Platform,Education,5,10,3,10,4,6445750.72
Cybersecurity Implementation,Retail,3,6,5,4,5,4398207.51
SaaS Product,Finance,11,5,4,9,2,17230931.8
Mobile Application,Retail,7,14,3,8,5,14677725.5
Data Engineering Pipeline,Retail,17,6,4,5,2,20974612.81
Web Application,Education,9,10,2,1,4,7699332.5
Legacy System Modernization,Education,9,13,3,0,4,14099809.66
Cybersecurity Implementation,Retail,10,14,2,10,2,27925090.81
Blockchain Solution,Healthcare,13,8,5,0,3,41679382.06
IoT System,Education,15,9,1,6,5,19141848.01
Blockchain Solution,Startup,5,5,5,1,1,5521358.7
Blockchain Solution,Startup,3,12,5,6,4,9971536.58
ERP System,Finance,8,9,5,0,5,21363414.5
ERP System,Retail,10,7,3,3,5,14073554.66
CRM System,Healthcare,13,6,2,9,4,14491717.0
Cybersecurity Implementation,Finance,3,14,3,10,2,11147877.3
CRM System,Retail,8,13,1,3,4,12191757.36
Cybersecurity Implementation,Education,9,8,5,4,5,16626193.75
Legacy System Modernization,Startup,12,7,4,9,3,15189717.02
Business Intelligence Dashboard,Healthcare,11,4,1,0,2,4713747.85
Web Application,Startup,2,6,2,6,4,1045571.0
Blockchain Solution,Education,18,10,1,10,1,29991866.03
Legacy System Modernization,Retail,9,8,3,1,4,11531253.37
Business Intelligence Dashboard,Education,2,13,4,10,5,3416277.22
Data Engineering Pipeline,Education,2,5,3,10,5,1609101.23
DevOps Automation,Startup,3,8,5,1,1,3141366.93
AI/ML Solution,Healthcare,16,6,5,7,2,32831805.98
E-commerce Platform,Education,4,12,1,8,5,5111511.34
SaaS Product,Startup,18,14,5,5,2,39617822.82
Cybersecurity Implementation,Healthcare,18,3,5,10,2,15106222.74
Data Engineering Pipeline,Retail,10,14,2,0,4,21130971.34
DevOps Automation,Retail,11,7,2,0,2,8874586.44
IoT System,Finance,17,8,3,10,5,36886947.91
Cloud Migration,Startup,16,9,3,6,5,17390160.05
Web Application,Healthcare,13,7,2,7,3,15158712.75
SaaS Product,Education,2,9,1,2,2,1959285.85
CRM System,Retail,2,8,2,8,3,1710108.67
CRM System,Healthcare,14,3,3,3,4,6096188.61
Business Intelligence Dashboard,Startup,4,15,4,3,3,7051882.52
SaaS Product,Finance,17,7,5,2,2,32054195.75
ERP System,Retail,13,10,4,7,5,21938547.63
DevOps Automation,Healthcare,4,13,4,8,4,8518458.05
Cloud Migration,Healthcare,3,7,5,0,2,5985039.73
Data Engineering Pipeline,Healthcare,12,5,2,1,4,12921224.9
Web Application,Startup,8,8,1,0,1,4559316.65
Legacy System Modernization,Startup,2,4,4,3,2,825463.95
DevOps Automation,Startup,6,6,1,9,1,3570358.61
Cloud Migration,Education,10,2,3,6,3,3303411.6
AI/ML Solution,Healthcare,12,11,4,6,2,39081849.41
Cybersecurity Implementation,Retail,10,4,3,5,1,7125441.48
Legacy System Modernization,Startup,10,9,2,10,5,7274356.25
CRM System,Startup,3,10,4,4,3,4837213.01
Legacy System Modernization,Healthcare,10,10,3,10,2,15513560.09
Data Engineering Pipeline,Startup,9,11,3,3,2,15762438.02
CRM System,Education,14,3,2,7,5,5515180.67
Data Engineering Pipeline,Education,2,5,1,6,5,1189607.86
Business Intelligence Dashboard,Startup,5,6,1,10,1,2716768.4
ERP System,Healthcare,8,4,4,10,1,9822136.67
Data Engineering Pipeline,Healthcare,7,14,2,9,1,42286064.52
CRM System,Healthcare,6,12,4,0,4,14663066.74
Business Intelligence Dashboard,Finance,11,2,1,5,3,3393205.34
Data Engineering Pipeline,Startup,12,7,2,1,2,8921227.11
AI/ML Solution,Healthcare,18,15,5,3,3,97377727.86
Legacy System Modernization,Education,10,11,2,4,5,11538135.52
ERP System,Retail,14,3,2,7,3,5815077.71
Data Engineering Pipeline,Retail,3,10,5,5,3,7489048.92
Business Intelligence Dashboard,Healthcare,18,2,3,10,1,5670620.82
IoT System,Retail,15,12,3,1,5,27691307.86
DevOps Automation,Retail,6,10,3,4,3,7690036.31
Mobile Application,Finance,10,8,1,4,2,10973267.94
Cloud Migration,Education,12,12,2,5,1,15349243.42
Mobile Application,Education,7,14,5,0,3,13674259.85
IoT System,Finance,17,11,1,7,5,37709795.62
Mobile Application,Finance,1,3,5,2,2,792032.89
IoT System,Retail,18,15,1,4,5,34646984.05
Web Application,Startup,15,7,1,6,5,7774195.52
IoT System,Retail,1,9,1,2,5,1381429.91
IoT System,Finance,5,3,5,9,4,3902258.9
Blockchain Solution,Education,15,6,4,5,2,15665444.16
IoT System,Retail,3,14,1,4,5,6729526.61
AI/ML Solution,Startup,1,13,3,6,4,1922880.12
DevOps Automation,Retail,8,12,2,9,1,12234291.37
Cybersecurity Implementation,Healthcare,12,7,4,10,4,18610200.78
Data Engineering Pipeline,Retail,12,4,4,2,1,9287578.73
Cloud Migration,Finance,13,15,5,1,4,56288275.6
ERP System,Education,1,13,4,3,5,2969356.92
DevOps Automation,Education,6,3,5,2,4,3409051.79
CRM System,Finance,8,12,5,3,4,26275949.41
Cybersecurity Implementation,Healthcare,4,7,3,6,5,5913441.9
Web Application,Finance,5,4,1,4,1,2575669.74
Web Application,Retail,7,3,4,3,5,3067264.74
E-commerce Platform,Finance,4,2,1,5,2,1125316.8
Legacy System Modernization,Finance,4,15,1,6,4,10562678.14
IoT System,Healthcare,15,9,1,10,2,26554953.4
DevOps Automation,Retail,5,2,5,4,5,1852386.95
Business Intelligence Dashboard,Startup,9,13,1,6,5,10762764.73
Blockchain Solution,Startup,2,6,4,2,3,2524285.45
Mobile Application,Education,7,12,5,6,2,12238689.71
CRM System,Finance,17,7,4,2,3,64778700.15
Web Application,Education,16,12,5,5,2,27310240.09
Cloud Migration,Healthcare,17,13,2,7,3,39262463.92
Web Application,Startup,2,13,2,5,3,2769229.11
ERP System,Finance,11,4,2,9,2,11701056.51
Data Engineering Pipeline,Healthcare,2,15,2,10,5,6097989.42
Web Application,Healthcare,1,8,5,2,1,1650227.97
ERP System,Finance,2,3,1,4,5,1129391.89
DevOps Automation,Healthcare,9,8,3,8,1,12950030.16
DevOps Automation,Finance,2,3,3,7,2,1211201.28
Blockchain Solution,Finance,15,6,2,5,4,25046202.44
Legacy System Modernization,Retail,10,8,1,8,5,10015640.69
E-commerce Platform,Education,15,12,4,1,3,27665217.21
Cybersecurity Implementation,Healthcare,10,12,1,10,5,22841942.8
Web Application,Healthcare,17,15,4,8,2,32857200.08
Cloud Migration,Retail,9,4,3,9,4,7616222.7
Web Application,Retail,18,15,1,9,4,22063944.51
E-commerce Platform,Retail,4,12,1,5,5,6570929.27
SaaS Product,Startup,9,5,3,8,5,5642183.01
Cloud Migration,Startup,16,2,1,3,5,3481608.11
AI/ML Solution,Startup,4,4,4,4,2,2852845.14
IoT System,Finance,16,10,1,1,1,28295144.96
Cybersecurity Implementation,Healthcare,1,11,4,2,1,6530341.75
AI/ML Solution,Education,6,6,2,0,3,4047836.41
SaaS Product,Finance,10,9,1,3,2,14489910.36
SaaS Product,Healthcare,16,3,4,1,4,25740492.48
E-commerce Platform,Healthcare,4,4,3,1,3,2925199.8
Web Application,Retail,13,8,2,0,4,10208367.75
E-commerce Platform,Retail,16,15,1,9,4,36602410.44
E-commerce Platform,Finance,6,11,4,1,5,14346307.05
SaaS Product,Retail,11,5,1,3,4,5916022.17
Cybersecurity Implementation,Healthcare,3,10,4,5,4,7475836.91
AI/ML Solution,Retail,10,15,1,6,2,25318552.91
Mobile Application,Startup,1,8,2,6,5,757121.29
Web Application,Retail,11,15,2,6,5,16843196.65
SaaS Product,Healthcare,12,12,1,3,3,27273602.49
AI/ML Solution,Finance,14,13,1,4,5,38380290.9
Legacy System Modernization,Education,8,2,5,10,1,3378147.61
Mobile Application,Retail,11,5,1,2,2,4003910.52
Mobile Application,Healthcare,4,11,1,0,3,5757073.14
DevOps Automation,Education,7,12,2,7,1,10588271.97
Blockchain Solution,Education,10,7,1,9,4,12694801.54
Web Application,Startup,4,7,3,10,1,2800711.06
Mobile Application,Education,2,11,1,6,3,2087388.83
SaaS Product,Healthcare,18,7,5,8,5,42484069.35
DevOps Automation,Healthcare,14,6,4,9,2,22492297.58
AI/ML Solution,Retail,16,4,2,3,3,11268572.64
Legacy System Modernization,Retail,11,3,3,4,1,4925410.62
ERP System,Retail,10,4,4,4,1,9663657.43
Web Application,Education,17,10,3,6,3,19183229.43
Cybersecurity Implementation,Education,14,4,2,8,3,9125866.89
E-commerce Platform,Startup,4,4,5,7,3,3049626.85
Cloud Migration,Retail,2,2,2,6,5,733946.71
Cloud Migration,Finance,7,3,3,0,3,4755585.65
AI/ML Solution,Startup,9,12,3,9,4,24023350.4
Business Intelligence Dashboard,Finance,16,13,2,5,2,34420822.92
Business Intelligence Dashboard,Education,16,4,1,9,2,6840857.01
AI/ML Solution,Startup,18,3,2,8,4,7785159.54
SaaS Product,Startup,11,9,5,6,1,15575293.36
Mobile Application,Healthcare,7,7,2,0,1,7148610.98
Blockchain Solution,Education,9,8,4,8,1,14114817.71
Web Application,Education,4,2,1,2,1,695186.86
Cloud Migration,Startup,13,7,4,8,5,15119163.81
Cloud Migration,Education,4,3,2,3,4,1680343.47
Blockchain Solution,Startup,2,14,1,8,2,2781186.2
Mobile Application,Healthcare,9,7,4,7,4,14001642.77
Cloud Migration,Startup,12,4,4,6,2,7673994.59
E-commerce Platform,Education,2,8,1,3,1,1400542.86
Cybersecurity Implementation,Education,6,4,1,8,5,2222440.75
Web Application,Startup,5,10,3,3,3,4377907.17
Data Engineering Pipeline,Startup,5,4,1,0,3,1909542.3
Cloud Migration,Startup,5,8,2,5,1,4668318.6
AI/ML Solution,Retail,4,13,5,3,1,13938732.56
Cybersecurity Implementation,Education,9,5,3,9,4,7958910.7
Cloud Migration,Education,10,9,1,2,5,11024324.29
IoT System,Retail,16,15,5,4,5,47957235.43
Legacy System Modernization,Startup,10,3,3,2,4,2755088.15
E-commerce Platform,Healthcare,10,9,2,10,5,18766218.29
Cybersecurity Implementation,Startup,10,10,5,8,5,20461243.22
DevOps Automation,Startup,6,14,1,5,3,6590130.35
Data Engineering Pipeline,Retail,17,9,1,2,5,14932280.52
Legacy System Modernization,Education,5,7,2,4,1,4342579.61
CRM System,Startup,6,11,3,7,3,10189211.89
AI/ML Solution,Education,15,2,5,7,1,8318698.53
AI/ML Solution,Finance,18,8,2,5,1,31212810.27
Web Application,Education,4,2,3,4,4,931265.84
Blockchain Solution,Healthcare,8,8,4,4,5,15342920.7
Legacy System Modernization,Healthcare,16,15,4,0,5,57696304.65
Cybersecurity Implementation,Startup,3,3,3,1,5,1364317.31
Mobile Application,Education,10,9,1,10,5,10128321.96
AI/ML Solution,Startup,2,3,1,3,3,525249.96
Cybersecurity Implementation,Retail,4,4,4,5,2,3411721.75
SaaS Product,Healthcare,6,14,1,10,1,11555192.47
Cybersecurity Implementation,Startup,11,13,1,6,2,32264777.75
SaaS Product,Retail,14,4,3,0,2,7592216.89
IoT System,Startup,16,2,3,7,2,4548580.59
ERP System,Education,2,6,1,0,3,1109021.91
ERP System,Education,17,6,3,8,2,13385094.35
CRM System,Education,9,11,5,3,3,19176360.63
DevOps Automation,Education,17,6,4,6,4,17565155.2
CRM System,Finance,15,15,5,10,4,69899946.66
SaaS Product,Retail,7,14,5,5,4,24997215.3
Legacy System Modernization,Retail,3,10,1,8,3,4166688.61
Cloud Migration,Education,1,7,1,1,3,737657.24
Mobile Application,Finance,4,7,5,10,1,8710774.13
Cloud Migration,Education,18,4,5,6,2,13860043.16
Business Intelligence Dashboard,Finance,8,6,2,10,5,10514034.24
Cloud Migration,Education,6,11,2,4,5,8940295.48
Web Application,Healthcare,1,8,4,6,2,1150537.01
Cloud Migration,Healthcare,8,4,5,0,5,20558406.79
CRM System,Startup,1,3,3,10,5,467211.97
AI/ML Solution,Education,11,6,2,10,5,10272547.2
E-commerce Platform,Retail,15,4,1,9,3,7840455.7
AI/ML Solution,Startup,11,6,5,8,3,37059680.5
ERP System,Healthcare,10,10,3,0,3,19449240.12
E-commerce Platform,Education,12,12,3,4,2,23385087.48
Blockchain Solution,Startup,1,11,3,7,4,1900516.62
Mobile Application,Education,7,2,1,0,5,904334.31
Mobile Application,Healthcare,17,5,2,6,1,10418490.68
Web Application,Startup,10,11,3,1,3,10843313.0
Legacy System Modernization,Healthcare,6,6,2,6,1,5891678.75
CRM System,Finance,17,3,4,6,5,10078477.22
ERP System,Healthcare,18,13,1,8,4,38785586.13
IoT System,Education,5,3,2,5,1,2346457.89
Business Intelligence Dashboard,Retail,18,2,2,3,5,4487673.68
Legacy System Modernization,Healthcare,17,15,3,6,5,55008911.51
Mobile Application,Retail,16,9,3,6,3,14161674.28
AI/ML Solution,Finance,8,3,1,3,4,5313611.9
Cloud Migration,Startup,13,4,2,1,5,5902852.28
Cloud Migration,Startup,16,13,5,10,4,44434407.17
Blockchain Solution,Retail,11,3,3,8,3,7065240.96
ERP System,Startup,6,5,3,7,1,3504776.42
CRM System,Healthcare,3,15,4,4,2,12600428.51
CRM System,Retail,1,2,1,4,2,185236.24
DevOps Automation,Education,18,4,2,0,2,6939599.08
SaaS Product,Healthcare,5,6,2,10,4,5868820.82
Data Engineering Pipeline,Healthcare,13,11,2,8,2,29085374.97
Mobile Application,Healthcare,10,2,3,10,1,3538392.99
CRM System,Education,5,5,1,9,5,3359355.49
Blockchain Solution,Finance,14,7,2,10,4,23679765.83
AI/ML Solution,Startup,17,5,5,7,1,19853940.92
ERP System,Retail,1,8,4,4,4,1412708.73
Business Intelligence Dashboard,Finance,2,15,4,9,4,6567554.6
DevOps Automation,Retail,7,8,2,5,4,7809150.79
Blockchain Solution,Startup,10,7,3,9,3,13090302.99
Cybersecurity Implementation,Education,7,10,4,10,5,11304216.63
Web Application,Healthcare,16,3,4,9,2,10002613.04
Business Intelligence Dashboard,Healthcare,5,14,4,7,3,12005769.06
SaaS Product,Education,12,11,4,5,5,27329033.09
Cybersecurity Implementation,Finance,17,9,2,9,2,30282400.76
IoT System,Finance,16,9,1,3,3,22947113.8
SaaS Product,Retail,16,12,1,2,3,25668271.05
Cloud Migration,Education,15,11,3,6,1,28179954.56
Web Application,Finance,12,15,5,1,3,46060576.35
Mobile Application,Education,10,15,1,6,4,16533615.48
AI/ML Solution,Startup,2,12,5,0,3,5381825.64
Web Application,Healthcare,7,5,1,9,4,4489362.53
SaaS Product,Healthcare,13,7,1,4,5,14854433.19
Data Engineering Pipeline,Healthcare,3,12,3,8,5,9228653.37
Cybersecurity Implementation,Education,15,7,4,0,4,19755881.3
Mobile Application,Education,1,6,3,7,1,604547.0
E-commerce Platform,Retail,3,15,1,8,1,5480929.64
Data Engineering Pipeline,Healthcare,10,2,4,8,5,5234114.42
Cloud Migration,Retail,15,4,4,7,3,10883316.59
Data Engineering Pipeline,Healthcare,6,8,4,3,5,9552839.72
DevOps Automation,Retail,15,9,5,6,5,28217937.71
DevOps Automation,Retail,7,3,1,0,4,2162895.61
IoT System,Startup,5,4,2,6,1,2277811.55
SaaS Product,Retail,4,5,3,5,4,3556183.51
ERP System,Education,18,15,5,4,5,54398302.83
Business Intelligence Dashboard,Retail,3,12,3,0,2,4333342.28
Business Intelligence Dashboard,Healthcare,17,6,2,7,3,17780492.87
E-commerce Platform,Retail,18,4,4,9,5,13542820.09
E-commerce Platform,Finance,18,6,2,0,4,17696330.43
Mobile Application,Healthcare,2,9,3,0,2,2673405.12
Cloud Migration,Finance,13,9,2,2,2,22221384.15
CRM System,Healthcare,15,15,1,7,5,43267161.46
IoT System,Education,5,3,2,7,1,1907851.55
DevOps Automation,Education,3,7,1,6,2,2153582.04
Mobile Application,Education,5,5,2,4,3,2027673.87
CRM System,Finance,5,10,1,7,4,9111929.05
Business Intelligence Dashboard,Startup,5,11,1,1,4,4637765.66
ERP System,Healthcare,3,3,2,7,4,1977411.99
Data Engineering Pipeline,Education,3,9,5,10,5,5375457.07
DevOps Automation,Healthcare,18,2,4,1,4,7379448.67
Mobile Application,Finance,4,12,4,9,4,11110995.0
Web Application,Startup,1,7,4,4,3,984454.37
CRM System,Finance,16,12,1,10,1,45617207.37
Data Engineering Pipeline,Healthcare,8,12,4,3,5,25470905.87
DevOps Automation,Startup,17,15,1,0,5,20540151.79
Business Intelligence Dashboard,Startup,8,13,5,4,4,17099602.77
Blockchain Solution,Finance,7,11,2,6,3,16795530.11
Cloud Migration,Education,8,14,2,0,2,10242881.44
CRM System,Healthcare,12,2,1,1,4,2984597.59
Business Intelligence Dashboard,Retail,16,3,1,8,4,4264921.76
DevOps Automation,Retail,12,4,5,4,5,8660782.54
CRM System,Finance,10,10,4,6,5,25455856.82
IoT System,Healthcare,7,6,5,1,4,9673229.19
Data Engineering Pipeline,Healthcare,12,11,2,6,5,26581388.29
Legacy System Modernization,Finance,5,11,2,6,3,10528468.74
DevOps Automation,Healthcare,16,13,4,6,2,48546113.95
IoT System,Education,9,3,2,4,2,3519364.78
Cybersecurity Implementation,Finance,7,11,1,8,2,18873943.92
Mobile Application,Education,14,6,2,1,4,7774197.27
Blockchain Solution,Healthcare,11,6,3,3,4,17385241.62
E-commerce Platform,Finance,7,2,4,1,4,3277248.61
Data Engineering Pipeline,Healthcare,10,4,4,7,3,8593005.89
CRM System,Finance,9,6,4,10,2,16338894.64
Cloud Migration,Healthcare,4,10,3,0,5,11414794.55
Business Intelligence Dashboard,Education,16,11,5,8,5,22029146.4
E-commerce Platform,Education,10,2,1,4,1,2101771.48
Web Application,Healthcare,17,9,4,10,1,32328948.16
Business Intelligence Dashboard,Finance,9,2,2,2,5,3198933.65
CRM System,Retail,13,10,1,10,2,16929061.28
Blockchain Solution,Education,1,7,2,3,4,1055464.53
SaaS Product,Education,2,2,1,0,5,423502.03
Business Intelligence Dashboard,Retail,13,9,1,2,5,14439924.16
SaaS Product,Healthcare,9,6,2,10,1,13437946.54
Mobile Application,Finance,7,8,2,7,2,9526658.82
Blockchain Solution,Healthcare,16,8,1,1,5,28052469.21
DevOps Automation,Startup,7,8,4,1,4,6978955.7
IoT System,Education,6,7,2,8,4,5523837.92
Web Application,Startup,18,12,3,4,3,18824137.89
AI/ML Solution,Education,11,9,3,4,4,18425737.27
CRM System,Education,12,10,1,0,5,13752298.47
ERP System,Startup,10,13,5,5,5,26891185.27
AI/ML Solution,Startup,13,3,1,7,4,5435970.76
Business Intelligence Dashboard,Healthcare,12,8,1,5,1,12279338.17
E-commerce Platform,Startup,10,3,4,6,2,4486739.9
CRM System,Healthcare,18,7,4,3,5,61645284.8
IoT System,Healthcare,4,3,5,1,4,4004569.7
Cybersecurity Implementation,Healthcare,5,11,5,0,4,14529103.71
IoT System,Education,5,7,5,5,5,5603808.88
ERP System,Education,12,3,5,8,3,10197930.32
Web Application,Startup,3,2,5,9,2,691894.47
IoT System,Education,8,8,1,4,5,7762721.87
Cloud Migration,Startup,2,4,1,1,4,608131.13
Cybersecurity Implementation,Education,18,15,3,0,3,43606868.91
AI/ML Solution,Finance,9,13,3,2,5,28920166.29
DevOps Automation,Finance,13,15,2,3,2,30376095.02
Mobile Application,Startup,7,14,1,6,3,9758996.58
Cloud Migration,Education,10,5,5,8,4,21521592.69
Legacy System Modernization,Education,9,14,2,7,1,16527748.98
Cybersecurity Implementation,Healthcare,15,7,4,8,2,25197386.02
DevOps Automation,Retail,5,6,1,6,3,3656793.34
DevOps Automation,Startup,12,5,3,9,5,8096788.68
CRM System,Retail,1,10,1,7,5,912873.65
Cybersecurity Implementation,Retail,12,7,1,7,3,10169057.75
Web Application,Startup,6,7,1,0,5,2206411.5
Business Intelligence Dashboard,Education,16,3,1,8,3,5275440.08
ERP System,Startup,3,7,4,1,2,3788300.73
Legacy System Modernization,Retail,10,8,3,10,5,14214037.12
ERP System,Education,18,9,1,6,2,20415323.8
AI/ML Solution,Finance,13,15,4,9,4,53352000.94
AI/ML Solution,Startup,18,9,2,9,4,22445412.04
ERP System,Startup,3,10,1,4,4,3025132.4
IoT System,Education,3,11,4,3,4,4680526.32
Web Application,Finance,12,12,5,0,5,35914068.8
SaaS Product,Finance,7,14,2,0,3,21932591.67
IoT System,Education,8,13,3,2,5,14649478.73
E-commerce Platform,Healthcare,9,4,1,0,5,4626837.15
IoT System,Startup,14,11,1,7,2,23575263.23
Mobile Application,Startup,5,8,4,2,3,4601858.16
Data Engineering Pipeline,Retail,16,8,3,10,1,28585227.44
Business Intelligence Dashboard,Education,12,2,5,9,1,4923715.41
Mobile Application,Retail,4,9,2,1,3,4574453.94
CRM System,Retail,8,5,3,5,1,6251926.23
Data Engineering Pipeline,Finance,7,6,1,3,3,7168023.96
Data Engineering Pipeline,Startup,15,15,4,10,2,37106500.43
