project_type,client_industry,complexity_level,client_tier,estimated_timeline_weeks,team_size,estimated_modules,estimated_features,estimated_hours,quoted_cost,final_    billed_amount
Web App,Healthcare,Low,SMB,12,7,35,86,3108,3918325.0,4702099.0
Data Pipeline,Education,Medium,SMB,19,2,41,72,1292,2923164.0,3398413.0
Mobile App,Education,Low,Startup,23,6,22,143,5106,11558067.0,13738913.0
Mobile App,Healthcare,Low,SMB,9,12,10,50,4104,4209503.0,5260188.0
ERP,Education,Medium,Enterprise,23,6,22,125,5106,10537070.0,11321128.0
Web App,Healthcare,Low,Enterprise,9,4,6,193,1332,3130032.0,3173256.0
Web App,Education,Medium,SMB,19,9,17,88,6156,6810698.0,8189532.0
Web App,FinTech,High,SMB,9,7,25,176,2646,6362289.0,6827234.0
ERP,SaaS,Medium,Startup,11,5,44,140,1650,3812901.0,4104762.0
Mobile App,Education,Medium,SMB,9,2,22,31,630,1755278.0,1791517.0
Data Pipeline,FinTech,Low,SMB,10,6,35,79,2640,3754547.0,3990492.0
Data Pipeline,FinTech,Medium,Startup,25,4,40,47,3300,6826284.0,7958314.0
Data Pipeline,FinTech,Medium,Startup,20,6,16,69,3960,7064976.0,7868816.0
Web App,Manufacturing,Low,Startup,9,12,32,127,3672,3964711.0,4360031.0
Web App,Education,Low,Startup,25,5,34,175,4500,4252925.0,5287700.0
ERP,SaaS,Medium,Enterprise,12,8,17,21,2880,7303577.0,8913899.0
AI Solution,Manufacturing,Medium,Enterprise,10,2,15,142,620,5074634.0,4927978.0
Data Pipeline,Healthcare,Medium,Startup,28,14,9,57,16464,18430580.0,22288671.0
Mobile App,SaaS,Low,SMB,25,7,7,190,5600,18870591.0,17379823.0
Web App,Manufacturing,Low,SMB,9,2,7,119,756,1446227.0,1780995.0
Data Pipeline,SaaS,Low,Startup,11,6,34,189,2376,4867526.0,4664347.0
ERP,E-commerce,Medium,Startup,28,3,14,45,2856,7347502.0,6946526.0
Data Pipeline,Healthcare,Low,Enterprise,27,2,29,95,2160,6126048.0,5925022.0
Data Pipeline,SaaS,Low,Startup,9,13,38,183,3861,4456300.0,4901613.0
Web App,E-commerce,High,Startup,26,8,6,134,6448,15152326.0,14527109.0
AI Solution,FinTech,Medium,Enterprise,17,14,29,190,9758,17736827.0,21688947.0
Data Pipeline,Healthcare,Low,SMB,6,14,17,148,3528,4736221.0,4820083.0
Web App,SaaS,Low,SMB,29,10,11,107,8700,10925447.0,12673058.0
ERP,Healthcare,Low,SMB,14,6,11,31,2772,4979437.0,5450908.0
ERP,SaaS,Low,SMB,25,3,5,168,3075,5834324.0,6535298.0
ERP,Healthcare,Medium,Startup,6,2,48,174,384,2352063.0,2580187.0
AI Solution,Education,Medium,Startup,28,5,36,164,4200,8831641.0,8581185.0
Mobile App,Manufacturing,Medium,Enterprise,15,4,33,199,2460,5300921.0,6242936.0
ERP,FinTech,Medium,Startup,19,10,33,148,7790,11523644.0,13477502.0
Mobile App,Education,High,Startup,18,4,27,64,2448,7268776.0,6995765.0
Data Pipeline,Education,High,SMB,24,12,14,39,11808,15334755.0,17139855.0
Data Pipeline,Healthcare,High,Startup,5,10,13,101,2000,3982424.0,4707772.0
Web App,Manufacturing,Medium,SMB,23,2,40,26,1840,3911419.0,4839160.0
Data Pipeline,Healthcare,Low,Startup,27,13,49,51,10881,16381350.0,15356056.0
Mobile App,Manufacturing,Medium,Enterprise,19,8,7,176,5016,11371865.0,12341277.0
ERP,Manufacturing,Low,SMB,7,14,21,66,4214,5684801.0,5168913.0
Data Pipeline,Manufacturing,Low,SMB,4,2,40,110,264,1397863.0,1338298.0
Web App,E-commerce,Medium,Startup,25,2,35,66,1600,5053937.0,4834081.0
AI Solution,Manufacturing,Medium,Enterprise,4,3,48,68,372,2078198.0,2552624.0
Data Pipeline,Healthcare,High,Enterprise,6,7,7,116,1344,6134443.0,5678468.0
Data Pipeline,E-commerce,Low,Startup,12,12,43,32,4752,5548844.0,6566746.0
Data Pipeline,Manufacturing,Low,SMB,25,13,29,60,10400,12453376.0,13898424.0
Mobile App,FinTech,Low,Enterprise,25,12,44,38,12300,18737643.0,21514147.0
Data Pipeline,E-commerce,Medium,Startup,15,3,39,33,1935,4128632.0,3931274.0
Web App,Education,Medium,SMB,18,6,33,81,3672,8239834.0,9238284.0
ERP,SaaS,Low,SMB,28,10,16,22,8400,11755971.0,11548790.0
AI Solution,FinTech,Medium,SMB,29,4,49,97,3712,10512678.0,11025369.0
Mobile App,FinTech,Low,Startup,21,5,40,197,4410,6387861.0,6061795.0
Data Pipeline,SaaS,Medium,Startup,24,4,32,23,4032,6286259.0,5970564.0
Mobile App,Education,Low,Startup,4,2,14,100,344,1063035.0,968703.0
ERP,E-commerce,High,Startup,9,4,17,105,1440,4829465.0,4751084.0
AI Solution,Manufacturing,Low,Startup,23,5,43,84,4140,5739506.0,5708584.0
Data Pipeline,Manufacturing,Medium,Startup,16,5,48,26,3200,4852350.0,5401302.0
Data Pipeline,FinTech,Low,Startup,10,13,29,124,5720,7158041.0,6565710.0
Data Pipeline,FinTech,Medium,SMB,24,11,11,123,11352,19754306.0,18812664.0
Data Pipeline,FinTech,Low,Startup,28,8,40,174,6944,12398442.0,11415564.0
Data Pipeline,FinTech,Medium,SMB,23,5,21,104,4370,13829068.0,13462844.0
ERP,FinTech,High,SMB,7,10,42,191,2170,8339771.0,8534698.0
Data Pipeline,SaaS,Medium,Startup,20,7,9,80,5320,10243226.0,9864891.0
Data Pipeline,Education,High,Startup,27,12,12,199,14256,15145981.0,18729854.0
AI Solution,Healthcare,Medium,Enterprise,11,2,16,54,682,4493928.0,4401855.0
Data Pipeline,Manufacturing,Low,SMB,28,3,22,144,2604,4248600.0,5203464.0
Mobile App,Manufacturing,Low,Enterprise,10,12,28,184,4680,6066359.0,7386214.0
AI Solution,Manufacturing,Low,Startup,25,14,13,159,10500,13105209.0,13063452.0
Data Pipeline,Manufacturing,Medium,Enterprise,18,11,21,87,8118,14145109.0,14697105.0
Web App,FinTech,Medium,Startup,13,9,15,193,4914,16022341.0,16551466.0
Data Pipeline,SaaS,Low,Startup,27,12,43,52,12636,10194159.0,12018803.0
AI Solution,Education,Medium,SMB,23,6,16,115,4278,6494872.0,7459759.0
AI Solution,FinTech,Low,SMB,26,3,37,89,3198,6404669.0,6513118.0
Mobile App,Healthcare,Medium,Startup,10,8,27,65,3360,4574321.0,5054227.0
Web App,Manufacturing,Low,Startup,18,7,45,138,3780,5169479.0,5311037.0
ERP,E-commerce,Medium,Enterprise,4,10,30,182,1520,4562000.0,5214127.0
Mobile App,Manufacturing,Medium,Enterprise,17,7,41,109,3808,10310078.0,9386391.0
Mobile App,Education,Medium,SMB,9,14,11,158,4914,6292798.0,6510121.0
Data Pipeline,Education,Low,SMB,18,7,10,37,4032,4185595.0,5051716.0
Web App,Education,Medium,Enterprise,12,5,43,55,2400,4069669.0,4851225.0
Data Pipeline,SaaS,Medium,Startup,23,2,19,154,1702,3929596.0,3718036.0
Data Pipeline,Manufacturing,Medium,Startup,16,12,25,103,5760,9838921.0,9729186.0
Web App,Manufacturing,Medium,SMB,9,3,32,175,1080,2655189.0,2659440.0
Web App,SaaS,High,Startup,16,8,36,42,3840,11494871.0,11400853.0
Data Pipeline,Education,Medium,Enterprise,17,9,46,149,4896,10054100.0,9490709.0
ERP,SaaS,Medium,Startup,8,13,21,151,3744,5529074.0,5628349.0
Data Pipeline,E-commerce,Low,Startup,19,6,8,52,4902,5256633.0,6102377.0
ERP,SaaS,Low,Startup,29,12,20,153,15312,12567502.0,12959627.0
ERP,FinTech,Low,SMB,8,4,24,179,1312,3203248.0,3472546.0
Data Pipeline,Manufacturing,Low,SMB,21,3,5,58,2646,3880417.0,3923514.0
Data Pipeline,Manufacturing,High,SMB,20,3,10,55,1920,5297113.0,6398847.0
Web App,E-commerce,Medium,Enterprise,15,2,49,31,1320,4058152.0,4321407.0
Mobile App,SaaS,Medium,Startup,21,5,32,148,4410,5001603.0,5605128.0
Data Pipeline,Education,Medium,SMB,22,13,20,95,9438,13493579.0,14189348.0
ERP,Manufacturing,Medium,Startup,15,8,40,47,4800,7343931.0,7617855.0
Data Pipeline,Healthcare,Medium,SMB,9,9,26,102,3483,6403490.0,6303602.0
Web App,FinTech,Low,Startup,17,11,23,123,5984,8303799.0,9314427.0
AI Solution,Education,Low,Startup,28,14,42,67,12152,11487171.0,14302815.0
Web App,Education,Low,Enterprise,14,5,19,81,3010,4763632.0,4533555.0
AI Solution,SaaS,Low,Startup,12,7,15,100,2520,3049882.0,3781735.0
AI Solution,FinTech,High,Startup,7,11,18,154,3157,7694219.0,7643832.0
Data Pipeline,Manufacturing,Medium,Enterprise,29,2,26,193,1798,6117279.0,7590245.0
Data Pipeline,Manufacturing,Medium,SMB,26,4,18,29,4576,6182958.0,7247091.0
AI Solution,SaaS,Medium,Startup,18,5,8,145,3960,10693000.0,13099664.0
ERP,E-commerce,Low,SMB,9,11,31,47,3366,5054766.0,5963390.0
AI Solution,FinTech,High,SMB,19,10,48,151,6460,16877843.0,17232218.0
Mobile App,FinTech,Low,Startup,9,14,27,122,4536,6782667.0,6288298.0
AI Solution,FinTech,Low,SMB,10,10,18,141,3300,10436686.0,10032709.0
Web App,Education,Medium,Startup,18,10,17,170,5400,8120203.0,7388074.0
ERP,FinTech,High,Startup,29,4,41,131,3712,22632508.0,24628291.0
Data Pipeline,SaaS,Medium,Startup,14,5,10,46,2520,3844331.0,4149489.0
ERP,E-commerce,Medium,Startup,12,3,19,66,1440,4018975.0,4125537.0
Mobile App,FinTech,High,SMB,11,2,11,181,792,4483119.0,4117216.0
Data Pipeline,E-commerce,Low,Startup,17,6,31,65,3978,6139351.0,7517432.0
Mobile App,Manufacturing,Medium,Startup,5,8,21,96,1560,2320938.0,2833670.0
Web App,FinTech,Medium,SMB,10,2,43,152,600,2981243.0,2829073.0
Data Pipeline,Manufacturing,High,SMB,27,3,31,21,3159,10454736.0,11369919.0
Web App,Healthcare,High,SMB,15,6,34,170,2790,7774546.0,7700738.0
Mobile App,Education,Low,Startup,15,14,41,86,8610,6341783.0,6651708.0
Mobile App,Healthcare,Low,SMB,16,7,26,97,4928,7291396.0,6847532.0
Web App,Healthcare,Medium,SMB,22,5,11,92,4070,7445078.0,7607380.0
ERP,FinTech,Medium,Startup,10,14,17,119,4200,8808606.0,9924761.0
Mobile App,Healthcare,Medium,SMB,17,12,17,78,8568,12675286.0,11723254.0
Data Pipeline,FinTech,High,SMB,8,13,18,195,4056,9600968.0,10215755.0
AI Solution,FinTech,Low,Startup,18,12,32,29,8208,14433891.0,15127147.0
Web App,Manufacturing,Medium,Startup,7,9,11,135,2331,4018327.0,3855063.0
Mobile App,FinTech,Low,Startup,15,8,37,156,4080,9776332.0,9731327.0
ERP,Healthcare,Low,Enterprise,16,4,30,192,2432,5469019.0,6754477.0
Web App,SaaS,Low,Startup,10,2,36,142,800,1661179.0,1511564.0
AI Solution,Healthcare,Low,SMB,11,12,20,82,4092,7288182.0,7912938.0
Data Pipeline,Healthcare,Medium,Startup,6,8,40,30,1920,2947798.0,3683367.0
Data Pipeline,Healthcare,Medium,SMB,4,5,34,50,620,1984111.0,2471175.0
Data Pipeline,Education,Medium,Enterprise,25,5,39,191,5500,8863810.0,9988065.0
Web App,SaaS,Medium,SMB,23,3,20,182,2967,4508811.0,5208163.0
ERP,Education,Medium,Startup,14,9,30,128,4914,6784951.0,6609466.0
Mobile App,E-commerce,Low,Enterprise,11,9,42,32,4059,8801004.0,9720487.0
Mobile App,Healthcare,High,SMB,22,3,8,117,2640,7019886.0,8150600.0
ERP,FinTech,Low,SMB,23,12,30,179,10764,33535744.0,38473617.0
AI Solution,Education,Medium,Startup,24,13,38,91,9984,17895979.0,16278404.0
Data Pipeline,Healthcare,Low,SMB,26,13,49,75,11492,16101118.0,15991996.0
AI Solution,E-commerce,Low,Startup,5,7,35,73,1295,2122784.0,2293125.0
ERP,FinTech,Low,SMB,9,9,15,22,3564,6260532.0,5815508.0
Data Pipeline,Education,Medium,Startup,6,12,31,95,2448,3849720.0,3518331.0
AI Solution,Healthcare,Medium,Startup,5,8,27,38,1720,3659295.0,3752331.0
Web App,E-commerce,Low,SMB,6,11,11,176,2706,6885378.0,7552678.0
ERP,SaaS,Low,Startup,8,5,42,25,1480,4472639.0,5186356.0
ERP,Manufacturing,Low,Startup,11,10,10,137,3410,4204134.0,4787416.0
Web App,Manufacturing,Medium,SMB,6,9,31,55,2268,4116004.0,3798241.0
Web App,Education,Low,SMB,26,3,18,75,2496,3749606.0,4085531.0
Web App,Manufacturing,Medium,Enterprise,17,6,26,47,4080,8483100.0,8276998.0
ERP,SaaS,High,Enterprise,24,11,36,40,10824,24528238.0,24282546.0
Web App,E-commerce,Low,SMB,15,8,47,36,4560,5682391.0,5982049.0
Web App,Education,Medium,Startup,20,14,17,66,11480,12271907.0,11473395.0
Data Pipeline,FinTech,Low,Enterprise,10,2,6,131,860,2847904.0,3297663.0
ERP,Manufacturing,Medium,Startup,29,3,25,162,3480,12556358.0,14321547.0
Mobile App,Healthcare,Low,Enterprise,27,3,6,194,3240,7240851.0,7341155.0
AI Solution,FinTech,Low,SMB,19,5,12,186,4180,5127193.0,6267039.0
AI Solution,E-commerce,Medium,Startup,22,12,41,163,10824,11177322.0,12784383.0
ERP,Healthcare,Medium,Startup,28,6,40,138,5712,9184160.0,10498638.0
AI Solution,E-commerce,High,Startup,9,9,41,49,2430,6154193.0,6545460.0
ERP,Manufacturing,Low,Startup,7,14,11,86,3724,4225364.0,4858457.0
AI Solution,E-commerce,Medium,SMB,26,4,7,37,4368,7035922.0,8651644.0
Mobile App,FinTech,Low,Startup,9,14,31,154,5040,15545639.0,14308970.0
Mobile App,Healthcare,Medium,Enterprise,10,14,9,80,4480,11986007.0,12032026.0
Mobile App,SaaS,Medium,SMB,20,9,6,183,5760,8255092.0,9934573.0
Mobile App,Healthcare,Medium,Enterprise,22,2,22,133,1760,24135326.0,23011857.0
ERP,FinTech,Low,Startup,24,6,32,182,5040,9004308.0,8648547.0
Mobile App,Healthcare,Medium,SMB,22,9,26,174,8316,14084776.0,13379160.0
Mobile App,Education,Low,Enterprise,7,5,5,108,1365,2320398.0,2374260.0
ERP,FinTech,Medium,Enterprise,8,8,7,45,2240,6851073.0,7548779.0
Mobile App,Healthcare,Low,Enterprise,6,13,7,140,2574,4855726.0,5776360.0
AI Solution,E-commerce,Medium,SMB,20,12,37,132,9840,12137479.0,14205953.0
Mobile App,Manufacturing,High,Startup,22,4,30,90,2992,6116112.0,6856557.0
AI Solution,SaaS,Medium,Enterprise,19,11,49,80,8569,14748773.0,14389117.0
ERP,Healthcare,Medium,Enterprise,7,5,42,184,1435,5807677.0,5509921.0
Web App,SaaS,Low,Startup,17,13,19,105,6851,7272703.0,7699023.0
AI Solution,FinTech,Medium,SMB,11,14,37,157,4774,9020354.0,9993792.0
Web App,E-commerce,High,SMB,6,10,33,106,1860,4462249.0,4873435.0
ERP,FinTech,Low,Startup,11,8,26,171,3080,6033408.0,5780128.0
AI Solution,Manufacturing,Medium,Startup,4,14,6,105,2408,3201136.0,3645058.0
Web App,FinTech,Medium,SMB,10,5,16,110,2000,4999248.0,4664681.0
Data Pipeline,Education,Medium,Startup,19,4,20,165,3344,4226523.0,4759473.0
Data Pipeline,FinTech,Low,SMB,14,3,36,166,1554,3677036.0,3977727.0
Data Pipeline,SaaS,Medium,SMB,4,6,11,42,840,1657217.0,2020701.0
Mobile App,Education,High,Enterprise,23,13,32,25,12857,25514979.0,23534018.0
Data Pipeline,Healthcare,Medium,SMB,23,11,45,185,8349,14752056.0,14816958.0
Mobile App,E-commerce,Medium,Startup,27,5,19,54,4860,8352370.0,7691197.0
ERP,Manufacturing,High,Startup,18,12,12,79,8208,16672304.0,20358605.0
Web App,Manufacturing,Low,Startup,26,8,9,91,6240,7591082.0,9203582.0
Mobile App,Healthcare,Low,Startup,22,3,49,172,2442,3462664.0,4303185.0
ERP,E-commerce,Medium,SMB,13,9,42,82,3744,8068690.0,8349193.0
Data Pipeline,Healthcare,Medium,Startup,13,8,26,48,3120,8173384.0,10079537.0
AI Solution,Healthcare,Medium,SMB,23,13,17,149,11661,18808104.0,17955075.0
Data Pipeline,FinTech,Low,SMB,8,9,11,142,2232,5076624.0,4674951.0
AI Solution,E-commerce,Medium,SMB,6,8,39,172,1440,3726659.0,3798644.0
Data Pipeline,Education,Medium,SMB,13,13,31,133,6084,6746668.0,8425535.0
AI Solution,Healthcare,Low,Enterprise,7,13,28,159,2730,6456540.0,6321187.0
Web App,Healthcare,Medium,Startup,29,12,24,137,12876,20843038.0,20082716.0
Mobile App,SaaS,Low,SMB,22,7,25,155,5852,6876623.0,7640731.0
ERP,FinTech,Low,Enterprise,15,6,41,50,3870,9761507.0,9053700.0
Mobile App,E-commerce,Medium,Startup,13,6,27,26,2886,4441512.0,5035158.0
Data Pipeline,E-commerce,Medium,Enterprise,18,14,9,141,7560,20122738.0,19632953.0
Web App,FinTech,Low,Enterprise,23,13,25,106,11960,17087557.0,20174172.0
AI Solution,Education,Low,Startup,24,10,24,91,9840,7673934.0,8875467.0
Web App,Education,Medium,Startup,18,8,32,79,4608,7771766.0,9267875.0
AI Solution,Manufacturing,Medium,SMB,29,7,48,38,8526,11816902.0,12074515.0
Data Pipeline,E-commerce,Medium,SMB,16,12,38,20,6528,17678623.0,16154106.0
Mobile App,Education,Medium,Startup,11,8,29,20,3784,4280721.0,4729741.0
Web App,Manufacturing,Low,Startup,12,6,31,25,2520,2935466.0,3272109.0
AI Solution,Education,Low,SMB,17,11,42,113,6171,6242412.0,7080402.0
Mobile App,SaaS,Medium,SMB,26,5,10,114,4550,7568959.0,8332726.0
Web App,Healthcare,Low,SMB,14,2,47,22,896,1952364.0,2407404.0
ERP,Education,Medium,SMB,8,11,21,130,3256,4660783.0,5588944.0
Web App,Healthcare,Medium,Startup,17,14,40,43,7616,12987288.0,12168005.0
Data Pipeline,Healthcare,Medium,Enterprise,15,11,16,123,6600,20865764.0,26009830.0
Web App,SaaS,Medium,SMB,9,4,24,77,1188,2541282.0,2963659.0
Mobile App,E-commerce,Medium,Startup,4,5,15,165,600,1974362.0,1968958.0
Web App,Healthcare,Medium,SMB,8,11,42,85,2728,7488871.0,8533768.0
Mobile App,Manufacturing,Medium,Startup,25,7,37,47,6475,8487112.0,8697677.0
AI Solution,Healthcare,Medium,Startup,26,3,36,35,2574,6692251.0,6472063.0
ERP,SaaS,High,Enterprise,5,8,33,65,1600,5804914.0,6203474.0
ERP,Education,Medium,SMB,5,4,37,83,620,2184312.0,2495495.0
Data Pipeline,FinTech,Medium,Enterprise,13,10,6,79,4940,14739897.0,13415345.0
Web App,Manufacturing,Low,Enterprise,28,9,34,55,7812,13827416.0,13650148.0
ERP,Healthcare,Low,Startup,18,13,28,197,10062,12505453.0,11478987.0
Web App,Healthcare,High,Startup,27,12,19,27,13932,46167144.0,50028671.0
ERP,E-commerce,Medium,Startup,13,10,27,49,5720,7064818.0,7186095.0
Data Pipeline,E-commerce,Low,SMB,23,5,37,131,3450,6720491.0,6685397.0
Web App,Education,Medium,SMB,23,9,49,33,8694,10857538.0,10554434.0
AI Solution,Healthcare,Medium,Startup,14,6,13,154,3024,5447480.0,6597461.0
Data Pipeline,E-commerce,High,SMB,19,5,18,139,2850,7856002.0,8558836.0
AI Solution,SaaS,Low,Enterprise,17,6,41,25,3162,6804300.0,7659500.0
Web App,SaaS,Medium,Startup,26,3,32,78,3042,4329430.0,5353393.0
ERP,E-commerce,High,Enterprise,16,6,9,166,3840,10791165.0,12273055.0
Web App,Healthcare,Medium,Enterprise,16,12,30,48,6720,11726785.0,14318059.0
AI Solution,Manufacturing,Medium,SMB,28,5,38,54,4900,9003536.0,8775787.0
Web App,FinTech,Medium,Startup,11,10,39,137,3740,7680009.0,7664627.0
Mobile App,Education,High,SMB,7,11,15,23,2310,4201120.0,5174441.0
Web App,Healthcare,Medium,SMB,14,6,48,78,2856,5890259.0,6585529.0
Web App,Education,Medium,Enterprise,14,13,45,193,6006,9593969.0,11334186.0
Web App,E-commerce,Medium,Enterprise,17,14,17,131,8568,16423114.0,17010063.0
Data Pipeline,SaaS,Medium,SMB,11,9,11,102,4158,7332434.0,8260944.0
Mobile App,SaaS,Low,Enterprise,25,3,33,190,2925,5657480.0,6008608.0
ERP,Education,Medium,SMB,10,3,18,145,1020,3187536.0,3209322.0
Web App,Manufacturing,Low,SMB,20,14,36,132,8960,10806142.0,11930028.0
Web App,Education,Low,Startup,27,13,30,135,13689,13127612.0,12161796.0
Web App,E-commerce,Medium,SMB,19,11,18,159,6897,10519807.0,13107873.0
Data Pipeline,Education,High,Enterprise,18,8,22,65,4896,13619150.0,13168213.0
Mobile App,Manufacturing,High,Startup,8,10,19,110,3040,6081755.0,6046655.0
AI Solution,SaaS,Medium,Enterprise,18,3,42,160,1998,5518110.0,5849391.0
AI Solution,Manufacturing,Low,Startup,17,5,12,85,2890,6010974.0,6795768.0
ERP,Education,High,SMB,18,11,24,41,6138,11603917.0,13896616.0
Mobile App,E-commerce,Medium,Startup,5,2,14,49,340,1238593.0,1438766.0
Data Pipeline,FinTech,Medium,SMB,16,5,16,188,3520,6510152.0,6510450.0
ERP,E-commerce,High,Enterprise,23,9,11,76,7659,21954833.0,23504927.0
ERP,FinTech,Medium,Startup,18,2,23,156,1440,4727776.0,5093114.0
Mobile App,E-commerce,Medium,Enterprise,8,4,36,192,1312,3491671.0,3673833.0
ERP,Healthcare,High,Startup,27,4,26,31,4644,16701939.0,20531773.0
ERP,Manufacturing,High,Enterprise,19,8,36,108,6688,17610361.0,17008400.0
ERP,E-commerce,Low,SMB,8,8,49,99,2368,3707238.0,4049528.0
ERP,Manufacturing,Low,Startup,14,5,38,119,2520,4443193.0,4101108.0
Web App,SaaS,Medium,SMB,28,7,20,193,7840,15020283.0,15495794.0
Data Pipeline,Manufacturing,Medium,SMB,27,3,22,113,2835,7551761.0,7232883.0
ERP,Education,Low,SMB,21,13,6,20,8190,12320792.0,11662807.0
ERP,Education,High,SMB,9,11,46,154,3564,8313288.0,7820072.0
AI Solution,Education,High,SMB,9,13,32,59,3744,6635217.0,8092932.0
ERP,FinTech,Medium,Enterprise,9,7,44,145,1953,7254056.0,7581810.0
ERP,Education,Medium,Startup,13,2,15,51,884,3198710.0,3065223.0
ERP,Healthcare,High,Startup,22,6,12,90,4884,12503536.0,12150300.0
Web App,Education,Medium,SMB,9,13,44,83,4446,4833389.0,5958564.0
ERP,FinTech,High,Startup,24,8,47,188,6528,13061552.0,16236805.0
Web App,Education,Medium,Startup,10,7,35,179,2590,5112864.0,5669136.0
Data Pipeline,FinTech,Low,SMB,18,7,43,162,4536,7603203.0,7873616.0
AI Solution,SaaS,Medium,SMB,29,14,17,103,15834,19219510.0,21224237.0
AI Solution,FinTech,Medium,Startup,27,9,25,115,8019,17951500.0,16430771.0
Data Pipeline,FinTech,Medium,SMB,10,12,28,92,4560,11765223.0,12519127.0
Data Pipeline,SaaS,Medium,Startup,8,13,15,118,3120,4579366.0,4853766.0
ERP,Healthcare,Medium,Startup,11,3,30,102,1287,4138834.0,4243546.0
Mobile App,E-commerce,Medium,SMB,23,11,41,162,9614,14562463.0,14779161.0
Web App,Healthcare,Medium,Enterprise,13,12,17,146,6240,18570487.0,18376927.0
Data Pipeline,E-commerce,Medium,Enterprise,14,7,22,86,2940,8290632.0,8170024.0
AI Solution,E-commerce,Low,SMB,24,8,24,72,7872,9356146.0,9263154.0
Web App,Manufacturing,Medium,SMB,18,6,19,140,3888,6011602.0,6700416.0
Mobile App,Healthcare,Medium,Startup,5,6,48,176,1290,2609538.0,2742284.0
ERP,Manufacturing,Medium,SMB,29,12,38,114,13920,22456577.0,25142870.0
Data Pipeline,FinTech,Medium,SMB,6,8,18,98,1824,3637831.0,4510683.0
AI Solution,FinTech,High,SMB,16,4,45,70,2304,6753123.0,8143509.0
Mobile App,Manufacturing,Low,Startup,21,12,45,22,10836,10934282.0,10665132.0
Mobile App,Education,Low,SMB,20,10,49,120,7600,8275282.0,8096278.0
ERP,Healthcare,High,SMB,14,3,18,87,1512,6443820.0,6862371.0
AI Solution,FinTech,High,Startup,25,3,32,35,2925,9557175.0,9768009.0
Web App,Healthcare,Low,Startup,5,10,17,151,2050,2606907.0,2452263.0
Data Pipeline,FinTech,Medium,Startup,14,4,17,87,2408,4231954.0,5116217.0
Data Pipeline,SaaS,Low,SMB,25,11,30,94,11000,15381144.0,14835781.0
Data Pipeline,Healthcare,Medium,Startup,22,2,34,34,1408,4658062.0,4470072.0
AI Solution,FinTech,Medium,Startup,24,3,18,43,2160,6078695.0,7270510.0
Data Pipeline,Healthcare,High,Enterprise,17,8,14,157,4352,14059820.0,16318072.0
Web App,Manufacturing,Low,Startup,24,6,24,48,5184,17021401.0,15661223.0
ERP,Education,Low,SMB,9,6,37,114,2322,2609413.0,3013928.0
AI Solution,SaaS,Medium,Startup,24,2,40,177,2064,4199114.0,4893908.0
ERP,Manufacturing,High,Startup,26,6,30,122,6864,16465092.0,18356236.0
ERP,FinTech,Medium,Enterprise,29,10,46,44,11020,22537719.0,25464118.0
AI Solution,SaaS,Medium,SMB,27,5,43,98,4725,7553336.0,8241361.0
Data Pipeline,Healthcare,Low,SMB,22,3,41,157,2838,4516780.0,5340432.0
AI Solution,Healthcare,Low,Enterprise,10,14,12,180,5600,10373692.0,9813021.0
ERP,SaaS,Medium,Enterprise,27,2,5,129,1890,6583058.0,7819370.0
Web App,FinTech,Medium,Startup,20,6,7,80,4200,7492917.0,8979582.0
ERP,SaaS,High,Enterprise,19,4,35,195,3040,8783152.0,10248381.0
Web App,Manufacturing,Medium,SMB,8,7,18,94,1736,3350331.0,3648749.0
Mobile App,E-commerce,Low,Startup,18,5,18,68,2880,4783122.0,4793399.0
Mobile App,Manufacturing,Medium,Startup,7,10,25,62,2730,7679158.0,7720919.0
Data Pipeline,Healthcare,Medium,Enterprise,29,11,28,199,9570,37166414.0,34380506.0
ERP,Healthcare,Low,SMB,19,13,22,118,10868,11460969.0,12344451.0
Data Pipeline,Manufacturing,Low,SMB,28,9,21,117,10836,11991966.0,11531526.0
AI Solution,Manufacturing,Medium,Startup,6,5,45,76,1170,2266267.0,2707691.0
Data Pipeline,SaaS,Low,Enterprise,8,9,12,30,2520,3554843.0,4365148.0
Mobile App,SaaS,High,SMB,24,12,28,175,9792,45409936.0,43444721.0
ERP,Healthcare,Medium,Enterprise,27,5,49,60,4320,12090160.0,13749208.0
Web App,Education,High,SMB,19,3,24,174,2337,4659213.0,5024354.0
AI Solution,Manufacturing,Medium,SMB,10,2,41,26,860,4106747.0,3753944.0
Data Pipeline,Education,Medium,SMB,27,9,20,180,9234,10430610.0,12417733.0
AI Solution,Education,Low,SMB,9,13,16,31,4446,4600901.0,4615326.0
